salary,gender,10percentage,12graduation,12percentage,12board,degree,specialization,collegegpa,graduationyear,english,logical,quant,domain,computerprogramming,computerscience,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,period
50000,f,77.38,1970-01-01 00:00:00.000002010,60.83,STATE BOARD,B.Tech/B.E.,CS,61.0,1970-01-01 00:00:00.000002014,440,315,295,0.144789889482462,345,284,0.1282,0.7119,-0.2974,0.653,-0.8608,8
220000,m,68.83,1970-01-01 00:00:00.000002010,62.0,STATE BOARD,B.Tech/B.E.,CSE,73.2,1970-01-01 00:00:00.000002015,290,385,405,0.842248322257836,385,469,1.2772,0.7119,1.547,-0.1076,1.0554,0
110000,m,69.0,1970-01-01 00:00:00.000002006,51.3,STATE BOARD,B.Tech/B.E.,IT,72.0,1970-01-01 00:00:00.000002014,430,395,235,0.744758354008939,455,438,-0.0154,-1.2861,0.01,0.2727,-0.4776,8
330000,m,94.43,1970-01-01 00:00:00.000002010,65.2,CBSE,B.Tech/B.E.,CSE,61.2,1970-01-01 00:00:00.000002014,780,505,510,0.842248322257836,495,469,0.5591,1.0449,1.3933,-1.2486,0.0973,1
400000,m,85.53,1970-01-01 00:00:00.000002010,86.0,STATE BOARD,B.Tech/B.E.,CSE,63.77,1970-01-01 00:00:00.000002014,510,530,560,0.911395278391328,535,500,-0.4463,-0.4536,-0.1437,-0.4879,-1.4356,8
315000,m,78.0,1970-01-01 00:00:00.000002010,84.0,CBSE,B.Tech/B.E.,CSE,85.78,1970-01-01 00:00:00.000002014,325,435,545,0.842248322257836,485,469,-0.4463,0.2124,1.0859,0.2727,-0.6692,8
330000,m,76.0,1970-01-01 00:00:00.000002010,70.0,ICSE,B.Tech/B.E.,IT,68.0,1970-01-01 00:00:00.000002014,625,470,535,0.622642915849938,505,407,0.7027,0.3789,0.1637,-0.6147,-0.0943,8
180000,m,76.7,1970-01-01 00:00:00.000002009,90.1,STATE BOARD,B.Tech/B.E.,CSE,78.0,1970-01-01 00:00:00.000002013,570,555,545,0.744758354008939,485,438,0.2718,0.3789,0.3174,-0.4879,-0.8608,9
105000,m,73.0,1970-01-01 00:00:00.000002009,59.0,STATE BOARD,B.Tech/B.E.,CSE,59.0,1970-01-01 00:00:00.000002014,420,385,400,0.356536487724475,355,346,-2.457,-0.7866,-2.1418,-1.2486,-1.6273,0
180000,m,65.6,1970-01-01 00:00:00.000002010,63.2,CBSE,B.Tech/B.E.,CSE,75.9,1970-01-01 00:00:00.000002014,465,350,295,0.911395278391328,435,500,0.8463,0.7119,1.547,-1.2486,0.6721,0
300000,m,85.73,1970-01-01 00:00:00.000002008,70.0,STATE BOARD,B.Tech/B.E.,CSE,56.5,1970-01-01 00:00:00.000002014,510,375,585,0.622642915849938,395,407,0.99,1.7109,1.0859,0.1459,0.8637,8
450000,m,67.7,1970-01-01 00:00:00.000002007,56.3,STATE BOARD,B.Tech/B.E.,CSE,81.7,1970-01-01 00:00:00.000002013,360,565,570,0.911395278391328,575,500,-0.0154,-0.2871,-0.1437,-1.6289,-0.6692,9
350000,m,88.0,1970-01-01 00:00:00.000002009,75.0,CBSE,B.Tech/B.E.,IT,70.0,1970-01-01 00:00:00.000002013,595,625,585,0.622642915849938,495,407,-0.4463,0.2124,0.3174,-1.3753,-1.0524,8
120000,m,72.0,1970-01-01 00:00:00.000002010,59.9,CBSE,B.Tech/B.E.,IT,63.0,1970-01-01 00:00:00.000002014,440,450,395,0.991230625262871,385,592,-0.4463,0.3789,0.6248,1.5404,0.6721,1
180000,m,57.0,1970-01-01 00:00:00.000002010,70.0,STATE BOARD,B.Tech/B.E.,IT,68.88,1970-01-01 00:00:00.000002014,325,350,390,0.356536487724475,415,346,-0.8772,-3.4506,0.9322,1.6672,-1.244,8
240000,f,87.0,1970-01-01 00:00:00.000002009,64.0,CBSE,B.Tech/B.E.,CSE,68.0,1970-01-01 00:00:00.000002013,535,580,260,0.486747008438193,505,376,-0.159,0.5454,0.6248,-0.1076,1.247,8
120000,m,64.0,1970-01-01 00:00:00.000002009,65.0,STATE BOARD,B.Tech/B.E.,CSE,58.0,1970-01-01 00:00:00.000002013,335,420,210,0.744758354008939,275,438,0.4155,-0.6201,0.1637,0.9066,0.6721,1
325000,f,81.3,1970-01-01 00:00:00.000002010,88.6,STATE BOARD,B.Tech/B.E.,IT,75.6,1970-01-01 00:00:00.000002014,535,530,520,0.356536487724475,355,346,0.5591,1.2114,0.6248,-0.6147,-0.6692,1
335000,m,81.2,1970-01-01 00:00:00.000002008,75.4,CBSE,B.Tech/B.E.,CS,74.1,1970-01-01 00:00:00.000002013,495,595,625,0.911395278391328,685,500,-1.0208,-1.1196,-0.6048,0.5262,0.2889,1
100000,f,79.0,1970-01-01 00:00:00.000002008,73.0,ICSE,B.Tech/B.E.,CSE,75.0,1970-01-01 00:00:00.000002013,685,535,605,0.356536487724475,365,346,1.7081,1.3779,1.2396,-1.2486,1.0554,1
350000,m,78.6,1970-01-01 00:00:00.000002009,69.4,STATE BOARD,B.Tech/B.E.,IT,74.3,1970-01-01 00:00:00.000002014,420,445,510,0.486747008438193,505,376,1.4208,0.7119,-0.2974,-1.6289,-0.2859,7
240000,m,78.66,1970-01-01 00:00:00.000002009,64.88,CBSE,B.Tech/B.E.,CSE,73.0,1970-01-01 00:00:00.000002013,500,495,485,0.23780283983757,345,315,0.1282,0.2124,0.4711,0.0192,1.247,7
320000,m,72.0,1970-01-01 00:00:00.000002010,80.75,CBSE,B.Tech/B.E.,IT,68.26,1970-01-01 00:00:00.000002014,630,545,655,0.978799292641428,515,561,-0.7335,0.8784,-0.4511,-0.7415,1.0554,8
150000,f,80.6,1970-01-01 00:00:00.000002008,69.0,CBSE,B.Tech/B.E.,IT,54.0,1970-01-01 00:00:00.000002014,710,570,595,0.911395278391328,415,500,-0.8772,-1.4526,-1.0659,1.0333,-0.4776,1
315000,m,75.0,1970-01-01 00:00:00.000002010,75.0,CBSE,B.Tech/B.E.,CSE,81.0,1970-01-01 00:00:00.000002014,405,450,440,0.486747008438193,505,376,0.4155,0.2124,1.0859,-1.7556,1.0554,8
180000,f,86.5,1970-01-01 00:00:00.000002010,72.4,CBSE,B.Tech/B.E.,IT,75.0,1970-01-01 00:00:00.000002014,535,505,235,0.744758354008939,445,438,0.2718,0.5454,1.0859,-1.5021,0.8637,0
180000,m,58.0,1970-01-01 00:00:00.000002009,62.0,STATE BOARD,B.Tech/B.E.,CSE,70.68,1970-01-01 00:00:00.000002014,405,395,390,0.486747008438193,495,376,-0.7335,-0.1206,0.7785,0.653,0.0973,8
180000,m,76.2,1970-01-01 00:00:00.000002010,88.0,STATE BOARD,B.Tech/B.E.,IT,69.8,1970-01-01 00:00:00.000002014,450,510,620,0.744758354008939,315,438,1.4208,-0.1206,0.4711,-1.3753,1.6302,1
120000,m,81.38,1970-01-01 00:00:00.000002009,67.5,STATE BOARD,B.Tech/B.E.,CSE,61.43,1970-01-01 00:00:00.000002013,405,385,390,0.744758354008939,435,438,0.5591,-1.1196,-0.1437,1.794,-0.2859,1
340000,m,80.4,1970-01-01 00:00:00.000002011,79.0,CBSE,B.Tech/B.E.,IT,63.12,1970-01-01 00:00:00.000002015,570,555,575,0.744758354008939,445,438,0.5591,0.3789,-0.2974,-0.8682,-0.4776,7
250000,f,85.33,1970-01-01 00:00:00.000002008,78.2,CBSE,B.Tech/B.E.,ECE,77.25,1970-01-01 00:00:00.000002012,605,404,454,0.824666400671332,-1,407,1.0896,1.5928,0.672,-1.05407,0.1864,3
140000,f,62.0,1970-01-01 00:00:00.000002008,61.4,CBSE,B.Tech/B.E.,EEE,66.68,1970-01-01 00:00:00.000002013,370,455,380,0.684565067658204,-1,223,0.2718,0.7119,0.3174,-1.8824,0.6721,8
345000,m,71.8,1970-01-01 00:00:00.000002009,73.0,CBSE,B.Tech/B.E.,CSE,76.0,1970-01-01 00:00:00.000002014,630,605,545,0.486747008438193,525,376,0.7027,-0.4536,1.2396,-0.6147,1.4386,7
210000,f,81.0,1970-01-01 00:00:00.000002009,70.0,STATE BOARD,B.Tech/B.E.,CSE,71.0,1970-01-01 00:00:00.000002013,405,395,260,0.622642915849938,405,407,0.4155,-0.2871,0.4711,0.5262,-0.0943,2
185000,m,68.0,1970-01-01 00:00:00.000002010,65.0,CBSE,B.Tech/B.E.,CSE,75.0,1970-01-01 00:00:00.000002014,595,425,430,0.622642915849938,495,407,0.5591,0.2124,-0.1437,-1.8824,0.8637,1
325000,m,84.4,1970-01-01 00:00:00.000002011,92.7,STATE BOARD,B.Tech/B.E.,CSE,74.8,1970-01-01 00:00:00.000002015,665,485,535,0.744758354008939,525,438,0.1282,0.3789,-0.4511,-1.3753,-0.6692,7
120000,f,79.52,1970-01-01 00:00:00.000002012,57.5,STATE BOARD,B.Tech/B.E.,CSE,64.25,1970-01-01 00:00:00.000002014,490,455,465,0.842248322257836,495,469,-0.159,-0.2871,0.3174,-2.2627,1.247,8
335000,m,93.6,1970-01-01 00:00:00.000002009,84.8,STATE BOARD,B.Tech/B.E.,CSE,75.3,1970-01-01 00:00:00.000002014,745,505,630,0.996744486852253,645,623,0.8463,0.3789,-0.2974,-0.4879,-0.0943,8
200000,m,89.29,1970-01-01 00:00:00.000002008,69.6,STATE BOARD,M.Tech./M.E.,CSE,73.0,1970-01-01 00:00:00.000002014,560,690,605,0.744758354008939,465,438,0.1282,0.7119,0.1637,-0.8682,1.0554,0
110000,f,78.67,1970-01-01 00:00:00.000002010,76.0,STATE BOARD,B.Tech/B.E.,IT,72.14,1970-01-01 00:00:00.000002014,395,470,430,0.998876108102859,415,653,-0.0154,0.5454,0.9322,0.2727,-0.2859,7
275000,f,82.4,1970-01-01 00:00:00.000002010,86.0,STATE BOARD,B.Tech/B.E.,CSE,69.8,1970-01-01 00:00:00.000002014,420,545,500,0.622642915849938,485,407,1.4208,0.8784,-0.6048,-1.3753,-0.2859,8
335000,m,73.8,1970-01-01 00:00:00.000002008,60.8,CBSE,B.Tech/B.E.,CSE,85.3,1970-01-01 00:00:00.000002013,630,580,665,0.744758354008939,615,438,0.2718,0.7119,0.3174,-0.8682,0.0973,1
290000,m,76.8,1970-01-01 00:00:00.000002009,83.6,STATE BOARD,B.Tech/B.E.,IT,84.8,1970-01-01 00:00:00.000002013,665,570,690,0.842248322257836,395,469,-1.0208,-0.7866,-1.2196,0.2727,-0.8608,0
160000,f,75.6,1970-01-01 00:00:00.000002010,83.2,CBSE,B.Tech/B.E.,CSE,71.1,1970-01-01 00:00:00.000002014,475,460,530,0.744758354008939,405,438,1.2772,1.5444,1.8543,1.0333,1.247,8
145000,m,55.0,1970-01-01 00:00:00.000002008,74.0,STATE BOARD,MCA,CA,81.0,1970-01-01 00:00:00.000002014,385,395,295,0.356536487724475,395,346,1.2772,1.2114,0.9322,-0.6147,1.247,8
180000,m,80.4,1970-01-01 00:00:00.000002006,75.6,STATE BOARD,M.Tech./M.E.,CSE,71.0,1970-01-01 00:00:00.000002013,465,455,620,0.0409993103614119,-1,223,1.4208,0.3789,0.1637,-0.4879,1.4386,8
215000,m,80.13,1970-01-01 00:00:00.000002008,69.17,STATE BOARD,B.Tech/B.E.,CS,60.34,1970-01-01 00:00:00.000002012,590,440,385,0.996744486852253,475,623,-0.5899,-0.6201,0.4711,-0.3612,-0.2859,1
400000,m,94.0,1970-01-01 00:00:00.000002010,84.4,CBSE,B.Tech/B.E.,IT,77.5,1970-01-01 00:00:00.000002014,640,610,590,0.998876108102859,615,653,0.2718,0.5454,-0.4511,-1.3753,0.0973,0
305000,m,83.0,1970-01-01 00:00:00.000002008,73.0,STATE BOARD,B.Tech/B.E.,CSE,61.85,1970-01-01 00:00:00.000002012,545,580,500,0.911395278391328,435,500,0.1282,0.7119,0.7785,-0.7415,-0.0943,8
110000,m,70.0,1970-01-01 00:00:00.000002008,61.0,ICSE,B.Tech/B.E.,IT,67.6,1970-01-01 00:00:00.000002012,605,580,655,0.356536487724475,-1,346,1.5644,0.8784,1.2396,-2.643,0.0973,1
450000,m,79.4,1970-01-01 00:00:00.000002009,60.2,CBSE,B.Tech/B.E.,CSE,72.0,1970-01-01 00:00:00.000002014,510,570,735,0.842248322257836,475,469,0.8463,0.3789,-1.8344,-0.7415,0.0973,8
120000,m,77.0,1970-01-01 00:00:00.000002009,73.0,STATE BOARD,B.Tech/B.E.,ECE,78.0,1970-01-01 00:00:00.000002013,475,505,525,0.622642915849938,-1,376,-0.159,0.7119,-0.2974,-0.8682,0.0973,8
200000,m,64.6,1970-01-01 00:00:00.000002008,59.8,CBSE,B.Tech/B.E.,CSE,69.02,1970-01-01 00:00:00.000002013,430,460,415,0.622642915849938,455,407,-0.8772,-2.1186,0.1637,0.653,-3.3518,9
335000,m,71.5,1970-01-01 00:00:00.000002007,64.5,ICSE,B.Tech/B.E.,IT,63.42,1970-01-01 00:00:00.000002013,675,530,560,0.622642915849938,435,407,0.2718,0.8784,-0.4511,-1.6289,0.6721,8
360000,m,82.0,1970-01-01 00:00:00.000002009,89.0,STATE BOARD,B.Tech/B.E.,EEE,64.0,1970-01-01 00:00:00.000002013,535,505,535,0.622642915849938,465,315,0.7027,1.2114,0.6248,0.1459,0.2889,8
400000,m,79.8,1970-01-01 00:00:00.000002009,73.8,CBSE,B.Tech/B.E.,CSE,63.59,1970-01-01 00:00:00.000002013,475,535,620,0.744758354008939,535,438,-1.0208,-0.2871,0.6248,-0.3612,0.8637,8
400000,m,76.0,1970-01-01 00:00:00.000002010,69.0,STATE BOARD,B.Tech/B.E.,CSE,67.1,1970-01-01 00:00:00.000002014,485,415,455,0.0409993103614119,555,223,-0.7335,-0.1206,0.3174,0.7798,-0.2859,1
100000,m,77.0,1970-01-01 00:00:00.000002007,78.0,CBSE,B.Tech/B.E.,CSE,75.03,1970-01-01 00:00:00.000002013,500,545,665,0.842248322257836,485,469,-1.4517,-0.6201,-1.8344,-0.1076,0.6721,1
95000,f,71.6,1970-01-01 00:00:00.000002011,64.4,CBSE,B.Tech/B.E.,IT,71.02,1970-01-01 00:00:00.000002015,475,520,485,0.486747008438193,405,376,-1.4517,0.3789,-0.4511,1.9207,0.0973,7
200000,f,87.2,1970-01-01 00:00:00.000002008,70.0,STATE BOARD,B.Tech/B.E.,ECE,62.0,1970-01-01 00:00:00.000002013,520,440,435,0.338786347219528,-1,407,0.2718,1.0449,-0.2974,-1.7556,0.6721,1
450000,f,91.6,1970-01-01 00:00:00.000002010,90.2,CBSE,B.Tech/B.E.,CSE,74.0,1970-01-01 00:00:00.000002014,615,610,680,0.978799292641428,495,561,0.2718,0.8784,-1.6807,1.0333,0.6721,1
200000,f,90.01,1970-01-01 00:00:00.000002010,82.83,STATE BOARD,B.Tech/B.E.,IT,76.0,1970-01-01 00:00:00.000002014,465,370,450,0.842248322257836,445,469,1.7081,0.7119,0.3174,-0.995,0.2889,8
180000,m,70.0,1970-01-01 00:00:00.000002010,74.4,STATE BOARD,B.Tech/B.E.,CSE,67.5,1970-01-01 00:00:00.000002014,580,545,585,0.744758354008939,465,438,-1.5953,-0.4536,0.01,-0.8682,-0.0943,1
350000,m,78.0,1970-01-01 00:00:00.000002009,72.0,CBSE,B.Tech/B.E.,CSE,71.34,1970-01-01 00:00:00.000002014,535,460,620,0.744758354008939,495,438,-0.3027,0.2124,-1.0659,0.2727,0.0973,1
210000,m,57.0,1970-01-01 00:00:00.000002008,69.6,STATE BOARD,B.Tech/B.E.,CSE,61.06,1970-01-01 00:00:00.000002013,510,530,510,0.486747008438193,475,376,0.8463,0.5454,1.0859,-1.7556,0.8637,1
120000,m,76.0,1970-01-01 00:00:00.000002009,86.0,ICSE,B.Tech/B.E.,ECE,65.78,1970-01-01 00:00:00.000002013,415,340,500,0.824666400671332,325,315,0.7027,0.5454,0.9322,0.0192,-1.244,0
305000,m,79.4,1970-01-01 00:00:00.000002010,90.2,STATE BOARD,B.Tech/B.E.,CSE,60.2,1970-01-01 00:00:00.000002014,510,570,310,0.622642915849938,425,407,0.7027,0.5454,-0.6048,0.5262,0.8637,1
340000,m,85.83,1970-01-01 00:00:00.000002010,74.5,STATE BOARD,B.Tech/B.E.,IT,75.0,1970-01-01 00:00:00.000002014,475,570,535,0.953899775079926,535,530,-0.159,0.5454,0.9322,-1.1218,0.0973,1
265000,m,86.0,1970-01-01 00:00:00.000002006,61.17,STATE BOARD,MCA,CA,71.0,1970-01-01 00:00:00.000002013,405,505,405,0.144789889482462,395,284,0.7027,-0.4536,-0.1437,-0.2344,0.0973,9
195000,m,76.8,1970-01-01 00:00:00.000002010,87.7,STATE BOARD,B.Tech/B.E.,IT,73.15,1970-01-01 00:00:00.000002014,510,555,440,0.744758354008939,525,438,-0.159,-0.4536,0.1637,0.5262,-0.0943,1
350000,m,80.0,1970-01-01 00:00:00.000002010,83.6,CBSE,B.Tech/B.E.,CSE,71.36,1970-01-01 00:00:00.000002014,625,560,635,0.953899775079926,535,530,-0.159,0.2124,-0.4511,-0.2344,-0.6692,8
350000,m,83.5,1970-01-01 00:00:00.000002010,87.2,CBSE,B.Tech/B.E.,CSE,79.95,1970-01-01 00:00:00.000002014,580,615,510,0.953899775079926,485,530,0.5591,1.0449,-0.6048,0.7798,-1.0524,8
160000,m,70.26,1970-01-01 00:00:00.000002009,70.0,CBSE,B.Tech/B.E.,CSE,69.2,1970-01-01 00:00:00.000002013,315,555,585,0.356536487724475,565,346,0.4155,-0.1206,-0.2974,-0.2344,0.0973,2
120000,m,73.0,1970-01-01 00:00:00.000002010,60.0,CBSE,B.Tech/B.E.,CSE,66.76,1970-01-01 00:00:00.000002014,525,410,345,0.842248322257836,355,469,0.2718,0.7119,0.9322,-1.3753,0.0973,1
350000,m,92.0,1970-01-01 00:00:00.000002011,88.8,CBSE,B.Tech/B.E.,CSE,84.0,1970-01-01 00:00:00.000002015,640,630,345,0.998876108102859,595,653,-0.7335,-1.1196,-1.0659,1.6672,0.0973,7
205000,m,89.0,1970-01-01 00:00:00.000002010,90.0,STATE BOARD,B.Tech/B.E.,CSE,74.0,1970-01-01 00:00:00.000002014,535,615,620,0.998876108102859,475,653,1.5644,1.3779,0.9322,-2.0092,-0.2859,0
250000,f,90.2,1970-01-01 00:00:00.000002010,80.9,STATE BOARD,B.Tech/B.E.,IT,73.4,1970-01-01 00:00:00.000002014,370,450,380,0.356536487724475,335,346,0.2718,-0.4536,-1.527,-0.6147,0.8637,1
180000,m,58.9,1970-01-01 00:00:00.000002010,68.0,STATE BOARD,B.Tech/B.E.,CSE,6.85,1970-01-01 00:00:00.000002014,490,310,380,0.486747008438193,445,376,1.8517,0.2124,0.6248,-1.7556,-0.4776,1
120000,f,77.0,1970-01-01 00:00:00.000002008,68.0,STATE BOARD,B.Tech/B.E.,CSE,83.33,1970-01-01 00:00:00.000002013,300,510,370,0.356536487724475,385,346,0.1282,0.2124,1.3933,-0.4879,1.0554,1
340000,m,79.4,1970-01-01 00:00:00.000002010,68.3,CBSE,B.Tech/B.E.,IT,76.0,1970-01-01 00:00:00.000002014,590,510,470,0.744758354008939,415,438,-0.3027,-0.4536,0.3174,1.0333,-0.4776,1
120000,f,76.0,1970-01-01 00:00:00.000002009,68.7,STATE BOARD,B.Tech/B.E.,ECE,77.7,1970-01-01 00:00:00.000002013,350,340,440,0.622642915849938,355,315,-0.3027,0.3789,0.3174,0.9066,0.2889,0
60000,m,59.0,1970-01-01 00:00:00.000002008,64.0,STATE BOARD,MCA,CA,84.0,1970-01-01 00:00:00.000002014,395,510,250,0.356536487724475,415,346,-0.3027,-0.6201,0.1637,0.7798,-0.2859,0
240000,m,79.6,1970-01-01 00:00:00.000002007,73.6,STATE BOARD,MCA,CA,70.0,1970-01-01 00:00:00.000002013,535,625,554,0.744758354008939,565,438,0.8463,0.3789,0.01,-1.3753,-0.4776,8
550000,m,84.14,1970-01-01 00:00:00.000002009,69.67,ICSE,B.Tech/B.E.,IT,71.9,1970-01-01 00:00:00.000002013,535,685,444,0.486747008438193,385,376,1.4208,1.0449,0.7785,-0.6147,0.4805,8
300000,m,83.2,1970-01-01 00:00:00.000002009,67.0,STATE BOARD,B.Tech/B.E.,CSE,70.7,1970-01-01 00:00:00.000002013,565,615,445,0.744758354008939,295,438,-1.4517,0.2124,0.1637,-0.7415,-0.8608,8
510000,f,85.6,1970-01-01 00:00:00.000002009,87.2,CBSE,B.Tech/B.E.,IT,73.0,1970-01-01 00:00:00.000002013,590,585,705,0.622642915849938,515,407,-1.0208,-0.6201,-0.7585,0.2727,-1.4356,9
180000,m,85.0,1970-01-01 00:00:00.000002008,78.0,STATE BOARD,B.Tech/B.E.,CS,77.0,1970-01-01 00:00:00.000002012,325,415,310,0.486747008438193,405,376,-0.4463,-0.2871,-0.2974,-0.8682,0.8637,9
280000,m,74.5,1970-01-01 00:00:00.000002009,61.2,CBSE,B.Tech/B.E.,CSE,68.9,1970-01-01 00:00:00.000002013,420,530,415,0.486747008438193,535,376,1.9953,1.0449,1.2396,-1.7556,0.4805,8
315000,m,86.8,1970-01-01 00:00:00.000002010,83.6,CBSE,B.Tech/B.E.,IT,81.0,1970-01-01 00:00:00.000002014,685,645,545,0.911395278391328,525,500,-0.159,1.2114,0.6248,0.0192,0.0973,8
275000,f,68.0,1970-01-01 00:00:00.000002008,60.2,STATE BOARD,B.Tech/B.E.,CSE,76.0,1970-01-01 00:00:00.000002013,580,540,525,0.486747008438193,405,376,1.2772,0.8784,0.1637,1.4136,1.247,8
200000,m,87.7,1970-01-01 00:00:00.000002010,95.2,STATE BOARD,B.Tech/B.E.,IT,69.96,1970-01-01 00:00:00.000002014,450,555,445,0.744758354008939,455,438,-0.159,-0.4536,0.9322,-0.2344,-0.6692,7
145000,f,71.1,1970-01-01 00:00:00.000002009,67.4,STATE BOARD,B.Tech/B.E.,CSE,67.4,1970-01-01 00:00:00.000002013,510,545,370,0.356536487724475,445,346,1.2772,0.5454,-1.2196,0.9066,-0.0943,8
65000,m,79.4,1970-01-01 00:00:00.000002008,69.2,STATE BOARD,B.Tech/B.E.,CSE,74.9,1970-01-01 00:00:00.000002013,430,435,510,0.0800552813405495,455,253,0.7027,-0.6201,-0.6048,0.7798,-1.0524,8
300000,m,79.85,1970-01-01 00:00:00.000002010,72.0,ICSE,B.Tech/B.E.,CSE,61.0,1970-01-01 00:00:00.000002015,630,460,415,0.622642915849938,475,407,-0.8772,-0.6201,-0.2974,-0.3612,0.4805,0
200000,f,73.4,1970-01-01 00:00:00.000002009,76.2,STATE BOARD,B.Tech/B.E.,ECE,71.0,1970-01-01 00:00:00.000002013,535,460,270,0.622642915849938,-1,253,1.1336,-0.4536,-1.3733,0.2727,0.8637,8
325000,f,68.9,1970-01-01 00:00:00.000002010,74.0,CBSE,B.Tech/B.E.,IT,88.0,1970-01-01 00:00:00.000002014,475,605,475,0.622642915849938,445,407,-0.7335,-0.2871,0.7785,-1.2486,-0.6692,1
200000,m,85.0,1970-01-01 00:00:00.000002010,79.0,CBSE,B.Tech/B.E.,IT,71.0,1970-01-01 00:00:00.000002014,660,535,500,0.622642915849938,455,407,-0.159,0.5454,0.7785,-0.6147,0.2889,0
190000,m,73.83,1970-01-01 00:00:00.000002008,72.31,STATE BOARD,MCA,CA,73.0,1970-01-01 00:00:00.000002014,560,540,545,0.744758354008939,525,438,1.5644,1.0449,0.4711,0.7798,1.247,0
310000,f,93.0,1970-01-01 00:00:00.000002010,86.0,STATE BOARD,B.Tech/B.E.,CSE,83.0,1970-01-01 00:00:00.000002014,605,625,525,0.744758354008939,525,438,0.4155,0.0459,1.2396,-0.6147,-0.6692,1
240000,m,64.8,1970-01-01 00:00:00.000002009,69.4,STATE BOARD,B.Tech/B.E.,IT,73.8,1970-01-01 00:00:00.000002013,465,475,385,0.356536487724475,525,346,0.1282,0.8784,-0.1437,-0.2344,0.2889,8
180000,m,63.0,1970-01-01 00:00:00.000002011,69.32,STATE BOARD,B.Tech/B.E.,CSE,71.0,1970-01-01 00:00:00.000002014,335,350,345,0.0800552813405495,355,253,1.1336,1.2114,0.6248,-1.2486,1.247,1
200000,f,76.0,1970-01-01 00:00:00.000002010,72.0,STATE BOARD,B.Tech/B.E.,IT,70.0,1970-01-01 00:00:00.000002014,685,420,390,0.622642915849938,445,407,1.5644,0.7119,-0.4511,-1.2486,-1.4356,1
315000,f,83.0,1970-01-01 00:00:00.000002010,84.9,STATE BOARD,B.Tech/B.E.,CSE,69.4,1970-01-01 00:00:00.000002014,525,460,405,0.23780283983757,475,315,1.5644,1.5444,1.8543,-1.8824,1.0554,8
200000,f,55.0,1970-01-01 00:00:00.000002008,62.2,CBSE,MCA,CA,77.0,1970-01-01 00:00:00.000002014,430,445,295,0.953899775079926,425,530,0.4155,-0.6201,-1.0659,0.0192,-2.0105,1
190000,m,83.5,1970-01-01 00:00:00.000002008,69.83,STATE BOARD,B.Tech/B.E.,CSE,79.4,1970-01-01 00:00:00.000002013,500,485,585,0.356536487724475,455,346,1.4208,1.0449,2.008,-1.5021,0.8637,1
200000,m,71.2,1970-01-01 00:00:00.000002008,70.0,CBSE,B.Tech/B.E.,CSE,72.0,1970-01-01 00:00:00.000002013,570,445,535,0.744758354008939,455,438,0.2718,0.0459,1.3933,0.0192,0.8637,1
105000,m,63.0,1970-01-01 00:00:00.000002008,55.0,STATE BOARD,MCA,CA,64.0,1970-01-01 00:00:00.000002014,520,545,560,0.622642915849938,445,407,-0.159,0.3789,0.4711,1.4136,-0.2859,0
120000,m,78.6,1970-01-01 00:00:00.000002010,76.7,STATE BOARD,B.Tech/B.E.,CSE,68.0,1970-01-01 00:00:00.000002014,500,630,680,0.842248322257836,475,469,-0.4463,1.2114,0.4711,-1.1218,-0.6692,1
400000,f,85.0,1970-01-01 00:00:00.000002010,81.0,STATE BOARD,B.Tech/B.E.,CSE,76.4,1970-01-01 00:00:00.000002014,490,555,560,0.842248322257836,475,469,0.99,1.0449,0.7785,-0.4879,-0.0943,1
450000,m,82.0,1970-01-01 00:00:00.000002009,92.2,CBSE,B.Tech/B.E.,CSE,77.6,1970-01-01 00:00:00.000002014,485,555,720,0.911395278391328,635,500,-0.5899,0.5454,0.7785,-0.2344,-0.4776,1
200000,m,75.6,1970-01-01 00:00:00.000002008,76.77,STATE BOARD,B.Tech/B.E.,CSE,66.0,1970-01-01 00:00:00.000002013,475,545,620,0.744758354008939,525,438,-2.1698,-0.4536,1.0859,1.794,1.0554,8
180000,m,80.0,1970-01-01 00:00:00.000002010,63.0,CBSE,B.Tech/B.E.,CSE,66.0,1970-01-01 00:00:00.000002014,570,485,430,0.486747008438193,465,376,-1.1644,-0.6201,-1.9881,-0.1076,-1.6273,8
105000,m,70.06,1970-01-01 00:00:00.000002010,65.0,STATE BOARD,B.Tech/B.E.,CSE,64.06,1970-01-01 00:00:00.000002014,335,400,280,0.0409993103614119,495,223,-2.7443,-2.4516,-3.0639,-0.4879,-3.5434,1
200000,f,69.0,1970-01-01 00:00:00.000002007,82.0,STATE BOARD,B.Tech/B.E.,CSE,73.0,1970-01-01 00:00:00.000002012,300,560,605,0.356536487724475,485,346,1.5644,1.3779,1.3933,0.3995,1.6302,1
305000,f,90.4,1970-01-01 00:00:00.000002010,88.2,CBSE,B.Tech/B.E.,IT,77.9,1970-01-01 00:00:00.000002014,755,540,630,0.953899775079926,495,530,-0.3027,0.7119,-0.4511,0.7798,0.4805,8
240000,m,81.0,1970-01-01 00:00:00.000002009,67.0,CBSE,B.Tech/B.E.,IT,65.0,1970-01-01 00:00:00.000002014,430,340,415,0.744758354008939,475,438,-1.0208,-0.9531,0.01,1.0333,-0.8608,1
